location,latitude,longitude,Name,address,state,Zip Code,
Casa Grande,32.87913006,-111.7112353,Chipotle Mexican Grill,1775 E Florence Blvd Ste 1 Casa Grande,Arizona,85122,US
Cave Creek,33.7991455,-111.9660838,Chipotle Mexican Grill,5355 E Carefree Hwy Bldg E Cave Creek,Arizona,85331,US
Chandler,33.26392224,-111.8572606,Chipotle Mexican Grill,2895 S Alma School Rd Ste 1 Chandler,Arizona,85286,US
Chandler,33.30528109,-111.8999822,Chipotle Mexican Grill,3395 W Chandler Blvd Suite 1 Chandler,Arizona,85226,US
Chandler,33.31742039,-111.9688276,Chipotle Mexican Grill,890 N 54th St Ste 5 Chandler,Arizona,85226,US
Flagstaff,35.18986,-111.661643,Chipotle Mexican Grill,1111 S Plaza Way Flagstaff,Arizona,86001,US
Gilbert,33.32988022,-111.7908959,Chipotle Mexican Grill,1084 S Gilbert Rd Ste 104 Gilbert,Arizona,85296,US
Gilbert,33.3779242,-111.8076396,Chipotle Mexican Grill,1546 N Cooper Rd Gilbert,Arizona,85233,US
Gilbert,33.3081148,-111.7427414,Chipotle Mexican Grill,2224 E Williams Field Rd Ste 109 Gilbert,Arizona,85295,US
Gilbert,33.281812,-111.7889158,Chipotle Mexican Grill,3757 S Gilbert Rd Ste 110 Gilbert,Arizona,85297,US
Glendale,33.6659131,-112.2034538,Chipotle Mexican Grill,20004 N 67th Ave Suite 500 Glendale,Arizona,85308,US
Glendale,33.5523649,-112.1856023,Chipotle Mexican Grill,5849 W Northern Ave Ste 500 Glendale,Arizona,85301,US
Glendale,33.61131276,-112.1845225,Chipotle Mexican Grill,5880 W Thunderbird Rd Ste 1 Glendale,Arizona,85306,US
Glendale,33.64207418,-112.2253047,Chipotle Mexican Grill,7700 W Arrowhead Towne Ctr Ste 2067 Glendale,Arizona,85308,US
Glendale,33.53508568,-112.2619515,Chipotle Mexican Grill,9410 W Hanna Ln Ste A101 Glendale,Arizona,85305,US
Goodyear,33.46380663,-112.3586628,Chipotle Mexican Grill,1560 N Litchfield Rd Goodyear,Arizona,85395,US
Green Valley,31.909951,-110.9799733,Chipotle Mexican Grill,18725 S Nogales Hwy Green Valley,Arizona,85614,US
Kingman,35.2241165,-114.0370087,Chipotle Mexican Grill,3455 N Stockton Hill Rd Ste C Kingman,Arizona,86409,US
Lake Havasu City,34.47479665,-114.3455107,Chipotle Mexican Grill,55 Lake Havasu Ave S Ste M Lake Havasu City,Arizona,86403,US
Laveen,33.37927,-112.1689994,Chipotle Mexican Grill,5130 W Baseline Rd Ste 105 Laveen,Arizona,85339,US
Marana,32.35488472,-111.091652,Chipotle Mexican Grill,5940 W Arizona Pavillions Dr Ste 110 Marana,Arizona,85743,US
Maricopa,33.0735015,-112.0428503,Chipotle Mexican Grill,21423 N John Wayne Pkwy Ste 105 Maricopa,Arizona,85139,US
Mesa,33.45106526,-111.8033569,Chipotle Mexican Grill,1229 E McKellips Rd Ste 102 Mesa,Arizona,85203,US
Mesa,33.38960599,-111.8568272,Chipotle Mexican Grill,1335 S Alma School Rd Ste 105 Mesa,Arizona,85210,US
Mesa,33.3898773,-111.6839359,Chipotle Mexican Grill,1411 S Power Rd Ste 103 Mesa,Arizona,85206,US
Mesa,33.37942482,-111.600949,Chipotle Mexican Grill,1955 S Signal Butte Rd Ste 101 Mesa,Arizona,85209,US
Mesa,33.46790531,-111.6834685,Chipotle Mexican Grill,2849 N Power Rd Ste 101 Mesa,Arizona,85215,US
Mesa,33.37966761,-111.7558129,Chipotle Mexican Grill,3440 E Baseline Rd Unit 104 Mesa,Arizona,85204,US
Mesa,33.32550688,-111.6875982,Chipotle Mexican Grill,4984 S Power Rd Ste 107 Mesa,Arizona,85212,US
Oro Valley,32.3987337,-110.9557397,Chipotle Mexican Grill,10604 N Oracle Rd Ste 101 Oro Valley,Arizona,85737,US
Peoria,33.63626808,-112.234111,Chipotle Mexican Grill,16680 N 83rd Ave Ste 101 Peoria,Arizona,85382,US
Peoria,33.7114249,-112.2730806,Chipotle Mexican Grill,9940 W Happy Valley Pkwy Ste 1040 Peoria,Arizona,85383,US
Phoenix,33.5096598,-112.0716792,Chipotle Mexican Grill,100 E Camelback Rd 200 Phoenix,Arizona,85012,US
Phoenix,33.44806055,-112.0744555,Chipotle Mexican Grill,11 W Washington St Suite 140 Phoenix,Arizona,85003,US
Phoenix,33.4655983,-112.0823811,Chipotle Mexican Grill,1515 N 7th Ave Ste 120 Phoenix,Arizona,85007,US
Phoenix,33.51037506,-112.0462204,Chipotle Mexican Grill,1660 E Camelback Rd Ste 185 Phoenix,Arizona,85016,US
Phoenix,33.63818544,-111.9773865,Chipotle Mexican Grill,16635 N Tatum Blvd Ste 100 Phoenix,Arizona,85032,US
Phoenix,33.5243797,-112.0986855,Chipotle Mexican Grill,1818 W Bethany Home Rd Phoenix,Arizona,85015,US
Phoenix,33.6747533,-111.9752754,Chipotle Mexican Grill,21001 N Tatum Blvd Phoenix,Arizona,85050,US
Phoenix,33.37725717,-112.0298729,Chipotle Mexican Grill,2415 E Baseline Rd Ste 111 Phoenix,Arizona,85042,US
Phoenix,33.64037284,-112.1122786,Chipotle Mexican Grill,2450 W Bell Rd Ste 5 Phoenix,Arizona,85023,US
Phoenix,33.714657,-112.1125722,Chipotle Mexican Grill,2470 W Happy Valley Rd Ste 1181 Phoenix,Arizona,85085,US
Phoenix,33.66665769,-112.1232217,Chipotle Mexican Grill,3009 W Agua Fria Fwy Ste #1 Phoenix,Arizona,85027,US
Phoenix,33.5814625,-112.1251124,Chipotle Mexican Grill,3039 W Peoria Ave Ste C105 Phoenix,Arizona,85029,US
Phoenix,33.49495085,-112.0146334,Chipotle Mexican Grill,3125 E Indian School Rd Ste 101 Phoenix,Arizona,85016,US
Phoenix,33.30479752,-111.993614,Chipotle Mexican Grill,4111 E Chandler Blvd Phoenix,Arizona,85048,US
Phoenix,33.63993407,-112.0674683,Chipotle Mexican Grill,425 E Bell Rd Ste 140 Phoenix,Arizona,85022,US
Phoenix,33.47971019,-111.9862117,Chipotle Mexican Grill,4423 E. Thomas Road Suite B Phoenix,Arizona,85018,US
Phoenix,33.599529,-111.981757,Chipotle Mexican Grill,4622 E Cactus Rd Phoenix,Arizona,85032,US
Phoenix,33.406421,-111.979649,Chipotle Mexican Grill,4705 E Broadway Rd Phoenix,Arizona,85040,US
Phoenix,33.47967648,-112.2198342,Chipotle Mexican Grill,7427 W Thomas Rd Suite 5 Phoenix,Arizona,85033,US
Prescott,34.54663163,-112.469246,Chipotle Mexican Grill,351 N Montezuma St Ste B Prescott,Arizona,86301,US
Prescott Valley,34.578155,-112.362518,Chipotle Mexican Grill,5791 E State Route 69 Ste 100 Prescott Valley,Arizona,86314,US
Queen Creek,33.25618534,-111.6388885,Chipotle Mexican Grill,21172 S Ellsworth Loop Rd Ste 114 Queen Creek,Arizona,85142,US
Scottsdale,33.58595737,-111.9255819,Chipotle Mexican Grill,11015 N Scottsdale Rd Ste 100 Scottsdale,Arizona,85254,US
Scottsdale,33.62240125,-111.8739547,Chipotle Mexican Grill,15035 N Thompson Peak Pkwy Ste E101 Scottsdale,Arizona,85260,US
Scottsdale,33.6262957,-111.9248201,Chipotle Mexican Grill,15425 N Scottsdale Rd Ste 160 Scottsdale,Arizona,85254,US
Scottsdale,33.6762414,-111.9240139,Chipotle Mexican Grill,20851 N Scottsdale Rd Ste 101 Scottsdale,Arizona,85255,US
Scottsdale,33.47933691,-111.9257679,Chipotle Mexican Grill,2805 N Scottsdale Rd Ste 105 Scottsdale,Arizona,85257,US
Scottsdale,33.50337052,-111.9256946,Chipotle Mexican Grill,4513 N Scottsdale Rd Ste 108 Scottsdale,Arizona,85251,US
Scottsdale,33.50367267,-111.9292365,Chipotle Mexican Grill,7014 E Camelback Rd Ste 580 Scottsdale,Arizona,85251,US
Scottsdale,33.5575736,-111.8991376,Chipotle Mexican Grill,8320 N Hayden Rd Ste 108 Scottsdale,Arizona,85258,US
Scottsdale,33.5386903,-111.8876449,Chipotle Mexican Grill,9010 E Talking Stick Way Scottsdale,Arizona,85250,US
Scottsdale,33.58081393,-111.8819009,Chipotle Mexican Grill,9301 E Shea Blvd Ste 102 Scottsdale,Arizona,85260,US
Sedona,34.86836335,-111.7619956,Chipotle Mexican Grill,361 Forest Rd Ste B Sedona,Arizona,86336,US
Sierra Vista,31.55986474,-110.2579386,Chipotle Mexican Grill,480 N Highway 90 Byp Ste A6 Sierra Vista,Arizona,85635,US
Surprise,33.63829071,-112.3590925,Chipotle Mexican Grill,13869 W Bell Rd Ste 107 Surprise,Arizona,85374,US
Tempe,33.41798134,-111.9404017,Chipotle Mexican Grill,1038 S Mill Ave Tempe,Arizona,85281,US
Tempe,33.348634,-111.965379,Chipotle Mexican Grill,1655 W Elliot Rd Tempe,Arizona,85284,US
Tempe,33.43336835,-111.9018362,Chipotle Mexican Grill,2000 E Rio Salado Pkwy Ste 1226 Tempe,Arizona,85281,US
Tempe,33.3497888,-111.9015589,Chipotle Mexican Grill,2020 E Elliot Rd Ste 102 Tempe,Arizona,85284,US
Tempe,33.37791758,-111.929085,Chipotle Mexican Grill,815 E Baseline Rd Ste 118 Tempe,Arizona,85283,US
Tucson,32.1639328,-110.9897341,Chipotle Mexican Grill,1202 W Irvington Rd Tucson,Arizona,85714,US
Tucson,32.2861099,-110.9755519,Chipotle Mexican Grill,235 W Wetmore Rd Ste 101 Tucson,Arizona,85705,US
Tucson,32.26238951,-110.9441263,Chipotle Mexican Grill,3055 N Campbell Ave Ste 183 Tucson,Arizona,85719,US
Tucson,32.25002328,-110.8909247,Chipotle Mexican Grill,4774 E Grant Rd Tucson,Arizona,85712,US
Tucson,32.21917539,-110.8654868,Chipotle Mexican Grill,5870 E Broadway Blvd Ste 3002 Tucson,Arizona,85711,US
Tucson,32.25026413,-110.851543,Chipotle Mexican Grill,6501 E Grant Rd Ste 141 Tucson,Arizona,85715,US
Tucson,32.3435616,-111.0134197,Chipotle Mexican Grill,7555 N La Cholla Blvd Ste 155 Tucson,Arizona,85741,US
Tucson,32.23192171,-110.9574618,Chipotle Mexican Grill,905 E University Blvd Ste 149 Tucson,Arizona,85719,US
Tucson,32.20596149,-110.7901435,Chipotle Mexican Grill,9484 E 22nd St Ste 130 Tucson,Arizona,85710,US
Yuma,32.699728,-114.6010684,Chipotle Mexican Grill,1525 S Yuma Palms Pkwy Ste 3 Yuma,Arizona,85365,US
Yuma,32.69987814,-114.6010032,Chipotle Mexican Grill,3080 S 4th Avenue Suite A Yuma,Arizona,85364,US
Bentonville,36.33465562,-94.18511392,Chipotle Mexican Grill,2400 SE Walton Blvd Bentonville,Arkansas,72712,US
Conway,35.09108728,-92.41823378,Chipotle Mexican Grill,915 E Oak St Conway,Arkansas,72032,US
Fayetteville,36.11273655,-94.1453854,Chipotle Mexican Grill,3379 N College Ave Ste 1 Fayetteville,Arkansas,72703,US
Fayetteville,36.0667367,-94.16612579,Chipotle Mexican Grill,550 W Dickson St Fayetteville,Arkansas,72701,US
Little Rock,34.75201037,-92.34153181,Chipotle Mexican Grill,100 S University Ave Little Rock,Arkansas,72205,US
Little Rock,34.79354122,-92.40036711,Chipotle Mexican Grill,11525 Cantrell Rd Ste 1000 Little Rock,Arkansas,72212,US
Alameda,37.7561207,-122.2501137,Chipotle Mexican Grill,2314 S Shore Ctr Alameda,California,94501,US
Alameda,37.78614101,-122.2812066,Chipotle Mexican Grill,2610 5th St Ste A Alameda,California,94501,US
Alhambra,34.0925553,-118.1458415,Chipotle Mexican Grill,2121 W Main St Ste 210 Alhambra,California,91801,US
Aliso Viejo,33.57698001,-117.725426,Chipotle Mexican Grill,26661 Aliso Creek Rd Ste A Aliso Viejo,California,92656,US
Anaheim,33.8395799,-117.8886747,Chipotle Mexican Grill,2002 E Lincoln Ave Anaheim,California,92806,US
Anaheim,33.86056975,-117.7922829,Chipotle Mexican Grill,5631 E La Palma Ave Anaheim,California,92807,US
Anaheim,33.86802786,-117.748151,Chipotle Mexican Grill,8182 E Santa Ana Canyon Rd Ste 195 Anaheim,California,92808,US
Anaheim,33.81863895,-117.941768,Chipotle Mexican Grill,927 S Euclid St Ste B Anaheim,California,92802,US
Apple Valley,34.47069588,-117.2457915,Chipotle Mexican Grill,19179 Bear Valley Rd Ste 4 Apple Valley,California,92308,US
Arcadia,34.13572656,-118.0497366,Chipotle Mexican Grill,400 S Baldwin Ave Ste FC-9 Arcadia,California,91007,US
Arroyo Grande,35.12017355,-120.6017122,Chipotle Mexican Grill,1229 E Grand Ave Arroyo Grande,California,93420,US
Auburn,38.9412008,-121.0961485,Chipotle Mexican Grill,2845 Bell Rd Ste A Auburn,California,95603,US
Azusa,34.12814642,-117.8915716,Chipotle Mexican Grill,860 E Alosta Ave Azusa,California,91702,US
Bakersfield,35.35212177,-119.1191179,Chipotle Mexican Grill,10510 Stockdale Hwy Bakersfield,California,93311,US
Bakersfield,35.39223261,-118.9679403,Chipotle Mexican Grill,2630 Mt Vernon Avenue Suite 100 Bakersfield,California,93306,US
Bakersfield,35.3377069,-119.0351604,Chipotle Mexican Grill,2701 Ming Ave Space 200 Bakersfield,California,93304,US
Bakersfield,35.4011634,-119.0918348,Chipotle Mexican Grill,4580 Coffee Rd Bakersfield,California,93308,US
Bakersfield,35.35453087,-119.0570589,Chipotle Mexican Grill,4950 Stockdale Hwy Bakersfield,California,93309,US
Bakersfield,35.30652184,-119.0925288,Chipotle Mexican Grill,5321 Gosford Rd Bakersfield,California,93313,US
Baldwin Hills,34.01328442,-118.336625,Chipotle Mexican Grill,3939 Crenshaw Blvd Ste A Baldwin Hills,California,90008,US
Baldwin Park,34.069396,-117.97208,Chipotle Mexican Grill,13916 Garvey Ave Baldwin Park,California,91706,US
Banning,33.9238641,-116.9454427,Chipotle Mexican Grill,300 S Highland Springs Ave Ste 11A Banning,California,92220,US
Barstow,34.85281236,-117.0827967,Chipotle Mexican Grill,2590 High Point Pkwy Barstow,California,92311,US
Berkeley,37.87939337,-122.2963245,Chipotle Mexican Grill,1050 Gilman St Berkeley,California,94710,US
Berkeley,37.86887329,-122.2674866,Chipotle Mexican Grill,2225 Shattuck Ave Berkeley,California,94704,US
Berkeley,37.86838434,-122.2589561,Chipotle Mexican Grill,2311 Telegraph Ave Berkeley,California,94704,US
Beverly Hills,34.06332379,-118.3988293,Chipotle Mexican Grill,244 S Beverly Dr Beverly Hills,California,90212,US
Beverly Hills,34.07132265,-118.4035617,Chipotle Mexican Grill,475 N Beverly Dr Beverly Hills,California,90210,US
Brea,33.91567794,-117.8864341,Chipotle Mexican Grill,1065 Brea Mall Ste 2160 Brea,California,92821,US
Brea,33.9117969,-117.8820526,Chipotle Mexican Grill,477 S Associated Rd Ste A Brea,California,92821,US
Brentwood,37.96126018,-121.7488497,Chipotle Mexican Grill,5401 Lone Tree Way Ste 100 Brentwood,California,94513,US
Buena Park,33.85831428,-118.0305772,Chipotle Mexican Grill,5976 Orangethorpe Ave Buena Park,California,90620,US
Burbank,34.18195879,-118.3114397,Chipotle Mexican Grill,135 E Palm Ave Spc A2 Burbank,California,91502,US
Burbank,34.1516477,-118.3433513,Chipotle Mexican Grill,4012 W Riverside Dr Burbank,California,91505,US
Cabazon,33.9232774,-116.8053387,Chipotle Mexican Grill,48557 Morongo Trail Cabazon,California,92230,US
Camarillo,34.21725346,-119.0655579,Chipotle Mexican Grill,660 Ventura Blvd Unit 500 Camarillo,California,93010,US
Campbell,37.29088001,-121.9320587,Chipotle Mexican Grill,1815 S Bascom Ave Campbell,California,95008,US
Canoga Park,34.19,-118.60255,Chipotle Mexican Grill,6600 Topanga Canyon Blvd Unit FC09 Canoga Park,California,91303,US
Capitola,36.97793297,-121.9662903,Chipotle Mexican Grill,1955 41st Ave Ste A5 Capitola,California,95010,US
Carlsbad,33.12805532,-117.2704512,Chipotle Mexican Grill,2505 Palomar Airport Rd Ste 100 Carlsbad,California,92011,US
Carlsbad,33.08184605,-117.2359404,Chipotle Mexican Grill,3416 Via Mercato Ste 110 Carlsbad,California,92009,US
Carson,33.8465713,-118.2634552,Chipotle Mexican Grill,20420 Avalon Blvd Ste A Carson,California,90746,US
Castro Valley,37.69534808,-122.0768217,Chipotle Mexican Grill,3369 Castro Valley Blvd Castro Valley,California,94546,US
Cerritos,33.88592808,-118.1020102,Chipotle Mexican Grill,10826 Alondra Blvd Cerritos,California,90703,US
Cerritos,33.87279148,-118.0642177,Chipotle Mexican Grill,12560 Artesia Blvd Cerritos,California,90703,US
Cerritos,33.8619,-118.092552,Chipotle Mexican Grill,459 Los Cerritos Mall Cerritos,California,90703,US
Chatsworth,34.23752415,-118.589135,Chipotle Mexican Grill,9175 De Soto Ave Chatsworth,California,91311,US
Chico,39.72754269,-121.805063,Chipotle Mexican Grill,1960 E 20th St Ste 100 Chico,California,95928,US
Chico,39.73437615,-121.8351502,Chipotle Mexican Grill,620 Mangrove Ave Chico,California,95926,US
Chino,34.03190486,-117.6903012,Chipotle Mexican Grill,12188 Central Ave Chino,California,91710,US
Chino Hills,34.0006695,-117.7316068,Chipotle Mexican Grill,13920 City Center Dr Ste 4005 Chino Hills,California,91709,US
Chula Vista,32.64715652,-116.9655746,Chipotle Mexican Grill,2290 Otay Lakes Rd 100 Chula Vista,California,91915,US
Chula Vista,32.63153833,-117.088096,Chipotle Mexican Grill,569 H St Chula Vista,California,91910,US
Chula Vista,32.646182,-117.002625,Chipotle Mexican Grill,720 Otay Lakes Rd Chula Vista,California,91910,US
Citrus Heights,38.6720411,-121.2720328,Chipotle Mexican Grill,5851 Sunrise Blvd Citrus Heights,California,95610,US
City Of Industry,34.0219656,-117.9595935,Chipotle Mexican Grill,15495 Valley Blvd City Of Industry,California,91746,US
City Of Industry,33.991186,-117.9246994,Chipotle Mexican Grill,17501 Colima Rd Ste C City Of Industry,California,91748,US
Claremont,34.079562,-117.719517,Chipotle Mexican Grill,885 S Indian Hill Blvd Claremont,California,91711,US
Clovis,36.80816451,-119.6936529,Chipotle Mexican Grill,1210 Shaw Ave Ste 101 Clovis,California,93612,US
Clovis,36.83710281,-119.6829133,Chipotle Mexican Grill,1840 Herndon Ave Clovis,California,93611,US
Colma,37.67119214,-122.4643989,Chipotle Mexican Grill,990 Serramonte Blvd Ste D Colma,California,94014,US
Commerce,34.005728,-118.152961,Chipotle Mexican Grill,150 Citadel Dr Commerce,California,90040,US
Compton,33.87653522,-118.2178388,Chipotle Mexican Grill,1759 S Alameda St Ste 104 Compton,California,90220,US
Concord,37.9768843,-122.0356178,Chipotle Mexican Grill,2002 Salvio St Ste A Concord,California,94520,US
Concord,37.9369329,-122.0248286,Chipotle Mexican Grill,785 Oak Grove Rd Ste E1 Concord,California,94518,US
Corona,33.8476157,-117.5438169,Chipotle Mexican Grill,1160 E Ontario Ave Ste 101 Corona,California,92881,US
Corona,33.823651,-117.5165168,Chipotle Mexican Grill,2560 Tuscany St Ste 102 Corona,California,92881,US
Costa Mesa,33.6580777,-117.9187307,Chipotle Mexican Grill,2300 Harbor Blvd Ste L1 Costa Mesa,California,92626,US
Costa Mesa,33.66787924,-117.8829248,Chipotle Mexican Grill,260 Bristol St Costa Mesa,California,92626,US
Costa Mesa,33.6294249,-117.9095438,Chipotle Mexican Grill,468 E 17th St Costa Mesa,California,92627,US
Culver City,34.00716182,-118.4126231,Chipotle Mexican Grill,4114 Sepulveda Blvd Suite G Culver City,California,90230,US
Culver City,33.9854146,-118.3933069,Chipotle Mexican Grill,6000 Sepulveda Blvd Ste 3236 Culver City,California,90230,US
Culver City,33.98811136,-118.393007,Chipotle Mexican Grill,6150 W Slauson Ave 106 Culver City,California,90230,US
Culver City,34.0233754,-118.3943383,Chipotle Mexican Grill,9512 Culver Blvd Culver City,California,90232,US
Cupertino,37.31726503,-122.03279,Chipotle Mexican Grill,10385 S De Anza Blvd Cupertino,California,95014,US
Cupertino,37.33731505,-122.0364837,Chipotle Mexican Grill,20688 Homestead Rd Cupertino,California,95014,US
Cypress,33.8036646,-118.0124366,Chipotle Mexican Grill,6859 Katella Ave Cypress,California,90630,US
Daly City,37.7014805,-122.4823687,Chipotle Mexican Grill,213 Westlake Ctr Daly City,California,94015,US
Danville,37.82315929,-122.0040949,Chipotle Mexican Grill,33 Railroad Ave Danville,California,94526,US
Davis,38.5440526,-121.7415034,Chipotle Mexican Grill,227 E St Ste 1 Davis,California,95616,US
Del Mar,32.98128659,-117.2497982,Chipotle Mexican Grill,2710 Via De La Valle Ste 290 Del Mar,California,92014,US
Diamond Bar,34.02087758,-117.8105588,Chipotle Mexican Grill,235 S Diamond Bar Blvd Ste B Diamond Bar,California,91765,US
Downey,33.93780766,-118.1295524,Chipotle Mexican Grill,8500 Firestone Blvd Downey,California,90241,US
Downey,33.92222904,-118.1315477,Chipotle Mexican Grill,8890 Apollo Way Ste A Downey,California,90242,US
Dublin,37.70561684,-121.890836,Chipotle Mexican Grill,5240 Dublin Blvd Ste S2J Dublin,California,94568,US
Dublin,37.70637316,-121.9291182,Chipotle Mexican Grill,7020 Amador Plaza Rd Dublin,California,94568,US
El Cajon,32.7940362,-116.934819,Chipotle Mexican Grill,225 Jamacha Rd El Cajon,California,92019,US
El Cerrito,37.89920809,-122.3023089,Chipotle Mexican Grill,9901 San Pablo Ave El Cerrito,California,94530,US
El Segundo,33.91964298,-118.3964664,Chipotle Mexican Grill,307 N Pacific Coast Hwy Unit B El Segundo,California,90245,US
Elk Grove,38.40832,-121.449308,Chipotle Mexican Grill,4730 Elk Grove Blvd Ste 110 Elk Grove,California,95758,US
Elk Grove,38.4231808,-121.4155253,Chipotle Mexican Grill,7440 Laguna Blvd Ste 124 Elk Grove,California,95758,US
Encinitas,33.05221415,-117.2615562,Chipotle Mexican Grill,268 N El Camino Real Encinitas,California,92024,US
Escondido,33.13032265,-117.0665902,Chipotle Mexican Grill,1201 E Valley Pkwy Ste A Escondido,California,92027,US
Escondido,33.11301485,-117.101039,Chipotle Mexican Grill,1282 Auto Park Way Ste A Escondido,California,92029,US
Escondido,33.071038,-117.065973,Chipotle Mexican Grill,200 E Via Rancho Pkwy Ste 455 Escondido,California,92025,US
Eureka,40.7842726,-124.1836109,Chipotle Mexican Grill,2626 Broadway Street Suite 100 Eureka,California,95501,US
Fair Oaks,38.66156368,-121.2260549,Chipotle Mexican Grill,5223 Hazel Ave Fair Oaks,California,95628,US
Fairfield,38.26163326,-122.0584716,Chipotle Mexican Grill,1586 Gateway Blvd Ste B Fairfield,California,94533,US
Folsom,38.6694922,-121.1559255,Chipotle Mexican Grill,1001 E Bidwell St Ste 106 Folsom,California,95630,US
Folsom,38.64500628,-121.1233673,Chipotle Mexican Grill,2379 Iron Point Rd Ste 120 Folsom,California,95630,US
Fontana,34.0627057,-117.4350364,Chipotle Mexican Grill,10515 Sierra Ave D Fontana,California,92337,US
Fontana,34.1385361,-117.4413977,Chipotle Mexican Grill,16595 Sierra Lakes Pkwy Ste 100 Fontana,California,92336,US
Foothill Ranch,33.67950659,-117.6686819,Chipotle Mexican Grill,26552 Towne Centre Dr Foothill Ranch,California,92610,US
Foster City,37.5625402,-122.2806439,Chipotle Mexican Grill,2019 Chess Dr Foster City,California,94404,US
Fountain Valley,33.7141699,-117.9540216,Chipotle Mexican Grill,17150 Brookhurst St Ste E Fountain Valley,California,92708,US
Fountain Valley,33.68759249,-117.9545164,Chipotle Mexican Grill,18951 Brookhurst St Fountain Valley,California,92708,US
Fremont,37.55439779,-121.9817117,Chipotle Mexican Grill,2760 Mowry Ave Fremont,California,94538,US
Fremont,37.51104648,-121.9407045,Chipotle Mexican Grill,44029 Osgood Rd 106 Fremont,California,94539,US
Fremont,37.50434625,-121.9756368,Chipotle Mexican Grill,5565 Auto Mall Pkwy Fremont,California,94538,US
Fresno,36.78161965,-119.7900766,Chipotle Mexican Grill,3520 N Blackstone Ave Ste 102 Fresno,California,93726,US
Fresno,36.80942382,-119.871819,Chipotle Mexican Grill,4424 W Shaw Ave Fresno,California,93722,US
Fresno,36.80813092,-119.7534441,Chipotle Mexican Grill,4978 N Cedar Ave Fresno,California,93726,US
Fresno,36.8110901,-119.8079561,Chipotle Mexican Grill,5128 N Palm Ave Fresno,California,93704,US
Fresno,36.85213062,-119.7889995,Chipotle Mexican Grill,80 E Nees Ave Fresno,California,93720,US
Fullerton,33.8597251,-117.9238283,Chipotle Mexican Grill,101 E Orangethorpe Ave Ste A Fullerton,California,92832,US
Fullerton,33.8745713,-117.8901726,Chipotle Mexican Grill,501 N State College Blvd Ste A Fullerton,California,92831,US
Garden Grove,33.78884075,-117.9632251,Chipotle Mexican Grill,9737 Chapman Ave Ste A Garden Grove,California,92841,US
Gardena,33.87347234,-118.3088413,Chipotle Mexican Grill,1755 W Artesia Blvd Gardena,California,90248,US
Gilroy,37.00297749,-121.5519972,Chipotle Mexican Grill,6955 Camino Arroyo Ste 70 Gilroy,California,95020,US
Glendale,34.145124,-118.259326,Chipotle Mexican Grill,1135 Glendale Galleria Suite FC-12 Glendale,California,91210,US
Glendale,34.1474571,-118.246342,Chipotle Mexican Grill,132 N Glendale Ave Glendale,California,91206,US
Glendale,34.14795064,-118.2552935,Chipotle Mexican Grill,155 N Brand Blvd Glendale,California,91203,US
Glendora,34.11636408,-117.8356347,Chipotle Mexican Grill,1365 E Gladstone St Ste 700 Glendora,California,91740,US
Gold River,38.61703935,-121.2689493,Chipotle Mexican Grill,2350 Sunrise Blvd Ste 3 Gold River,California,95670,US
Goleta,34.42917695,-119.8694057,Chipotle Mexican Grill,270 Storke Rd Ste F Goleta,California,93117,US
Granada Hills,34.25774799,-118.5020816,Chipotle Mexican Grill,16959 Devonshire St Granada Hills,California,91344,US
